dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of;daily_hosp_occ;daily_icu_occ
01May2020;1;5;2020;150;9;Denmark;DK;DNK;5806081;Europe;39,25194981;229;61
01May2020;1;5;2020;23;2;Estonia;EE;EST;1324820;Europe;19,24789783;74;
01May2020;1;5;2020;89;5;Finland;FI;FIN;5517919;Europe;29,46763082;185;49
01May2020;1;5;2020;1139;289;France;FR;FRA;67012883;Europe;30,94031934;;
01May2020;1;5;2020;359;42;Ireland;IE;IRL;4904240;Europe;149,6868016;740;99
01May2020;1;5;2020;15;1;Luxembourg;LU;LUX;613894;Europe;55,38415427;104;25
01May2020;1;5;2020;2;0;Malta;MT;MLT;493559;Europe;8,91484098;1;
01May2020;1;5;2020;514;84;Netherlands;NL;NLD;17282163;Europe;58,45333133;;
01May2020;1;5;2020;295;18;Portugal;PT;PRT;10276617;Europe;59,8056734;892;154
01May2020;1;5;2020;5;1;Slovakia;SK;SVK;5450421;Europe;7,68747955;36;3
01May2020;1;5;2020;11;2;Slovenia;SI;SVN;2080908;Europe;7,73700711;58;21
01May2020;1;5;2020;1387;281;Spain;ES;ESP;46937060;Europe;56,33288493;;
01May2020;1;5;2020;636;78;Sweden;SE;SWE;10230185;Europe;83,43935129;2144;518
02May2020;2;5;2020;34;5;Austria;AT;AUT;8858775;Europe;9,65144729;314;114
02May2020;2;5;2020;237;93;Belgium;BE;BEL;11455519;Europe;93,39603033;3080;684
02May2020;2;5;2020;82;3;Bulgaria;BG;BGR;7000039;Europe;10,59994094;;
02May2020;2;5;2020;7;0;Cyprus;CY;CYP;875899;Europe;13,92854656;24;6
02May2020;2;5;2020;153;10;Denmark;DK;DNK;5806081;Europe;38,54579363;214;60
02May2020;2;5;2020;5;0;Estonia;EE;EST;1324820;Europe;17,73825878;74;
02May2020;2;5;2020;56;7;Finland;FI;FIN;5517919;Europe;28,30777327;182;52
02May2020;2;5;2020;604;218;France;FR;FRA;67012883;Europe;31,23727717;;
02May2020;2;5;2020;221;33;Ireland;IE;IRL;4904240;Europe;139,7362282;705;99
02May2020;2;5;2020;18;2;Luxembourg;LU;LUX;613894;Europe;52,45205198;98;24
02May2020;2;5;2020;1;0;Malta;MT;MLT;493559;Europe;8,30701091;2;
02May2020;2;5;2020;475;98;Netherlands;NL;NLD;17282163;Europe;54,05573365;;
02May2020;2;5;2020;364;0;Portugal;PT;PRT;10276617;Europe;61,58641506;855;150
02May2020;2;5;2020;7;0;Slovakia;SK;SVK;5450421;Europe;6,49491113;37;3
02May2020;2;5;2020;5;2;Slovenia;SI;SVN;2080908;Europe;6,24727283;60;21
02May2020;2;5;2020;1234;276;Spain;ES;ESP;46937060;Europe;50,78929102;;
02May2020;2;5;2020;532;78;Sweden;SE;SWE;10230185;Europe;83,56642622;2172;518
03May2020;3;5;2020;12;7;Austria;AT;AUT;8858775;Europe;9,1208999;308;114
03May2020;3;5;2020;286;75;Belgium;BE;BEL;11455519;Europe;83,28736568;3044;655
03May2020;3;5;2020;6;3;Bulgaria;BG;BGR;7000039;Europe;10,22851444;310;38
03May2020;3;5;2020;7;0;Cyprus;CY;CYP;875899;Europe;11,75934668;23;6
03May2020;3;5;2020;96;11;Denmark;DK;DNK;5806081;Europe;37,28849115;225;62
03May2020;3;5;2020;5;1;Estonia;EE;EST;1324820;Europe;14,11512507;66;
03May2020;3;5;2020;128;2;Finland;FI;FIN;5517919;Europe;27,14791573;185;49
03May2020;3;5;2020;794;166;France;FR;FRA;67012883;Europe;28,58853275;24863;3732
03May2020;3;5;2020;343;0;Ireland;IE;IRL;4904240;Europe;130,8663524;684;93
03May2020;3;5;2020;10;0;Luxembourg;LU;LUX;613894;Europe;44,79600713;96;23
03May2020;3;5;2020;9;0;Malta;MT;MLT;493559;Europe;9,92789109;2;0
03May2020;3;5;2020;445;94;Netherlands;NL;NLD;17282163;Europe;50,03424629;1512;783
03May2020;3;5;2020;-161;16;Portugal;PT;PRT;10276617;Europe;53,56821219;856;144
03May2020;3;5;2020;4;1;Slovakia;SK;SVK;5450421;Europe;5,83441169;35;3
03May2020;3;5;2020;5;1;Slovenia;SI;SVN;2080908;Europe;5,86282527;58;20
03May2020;3;5;2020;935;164;Spain;ES;ESP;46937060;Europe;54,30037587;;
03May2020;3;5;2020;299;73;Sweden;SE;SWE;10230185;Europe;82,04152711;2205;512
04May2020;4;5;2020;68;2;Austria;AT;AUT;8858775;Europe;9,34666475;309;111
04May2020;4;5;2020;140;94;Belgium;BE;BEL;11455519;Europe;79,48133996;3080;646
04May2020;4;5;2020;24;1;Bulgaria;BG;BGR;7000039;Europe;10,04280119;;
04May2020;4;5;2020;8;0;Cyprus;CY;CYP;875899;Europe;11,98768351;22;6
04May2020;4;5;2020;116;8;Denmark;DK;DNK;5806081;Europe;36,84068479;228;57
04May2020;4;5;2020;1;2;Estonia;EE;EST;1324820;Europe;12,98289579;63;
04May2020;4;5;2020;75;10;Finland;FI;FIN;5517919;Europe;26,65860082;197;49
04May2020;4;5;2020;308;135;France;FR;FRA;67012883;Europe;27,87672931;;
04May2020;4;5;2020;330;38;Ireland;IE;IRL;4904240;Europe;127,5426978;672;91
04May2020;4;5;2020;12;4;Luxembourg;LU;LUX;613894;Europe;44,63311256;93;22
04May2020;4;5;2020;3;0;Malta;MT;MLT;493559;Europe;9,72528107;2;
04May2020;4;5;2020;335;69;Netherlands;NL;NLD;17282163;Europe;45,80445168;;
04May2020;4;5;2020;334;40;Portugal;PT;PRT;10276617;Europe;51,74854721;813;143
04May2020;4;5;2020;1;0;Slovakia;SK;SVK;5450421;Europe;4,53176002;31;3
04May2020;4;5;2020;0;2;Slovenia;SI;SVN;2080908;Europe;5,23809798;58;20
04May2020;4;5;2020;466;164;Spain;ES;ESP;46937060;Europe;50,56771771;;
04May2020;4;5;2020;261;75;Sweden;SE;SWE;10230185;Europe;79,76395344;2255;511
05May2020;5;5;2020;31;2;Austria;AT;AUT;8858775;Europe;8,87255856;314;104
05May2020;5;5;2020;670;95;Belgium;BE;BEL;11455519;Europe;76,82759725;2868;582
05May2020;5;5;2020;34;5;Bulgaria;BG;BGR;7000039;Europe;10,32851388;;
05May2020;5;5;2020;2;0;Cyprus;CY;CYP;875899;Europe;11,64517827;24;5
05May2020;5;5;2020;147;9;Denmark;DK;DNK;5806081;Europe;37,11625794;209;49
05May2020;5;5;2020;3;0;Estonia;EE;EST;1324820;Europe;12,68096798;56;
05May2020;5;5;2020;73;10;Finland;FI;FIN;5517919;Europe;26,44112753;195;48
05May2020;5;5;2020;576;306;France;FR;FRA;67012883;Europe;25,67566001;;
05May2020;5;5;2020;216;16;Ireland;IE;IRL;4904240;Europe;123,7704517;680;90
05May2020;5;5;2020;4;0;Luxembourg;LU;LUX;613894;Europe;43,98153427;101;20
05May2020;5;5;2020;1;0;Malta;MT;MLT;493559;Europe;7,49657083;2;
05May2020;5;5;2020;199;26;Netherlands;NL;NLD;17282163;Europe;42,61619335;;
05May2020;5;5;2020;0;0;Portugal;PT;PRT;10276617;Europe;45,35539273;818;134
05May2020;5;5;2020;5;1;Slovakia;SK;SVK;5450421;Europe;4,40332958;29;3
05May2020;5;5;2020;6;1;Slovenia;SI;SVN;2080908;Europe;5,28615393;55;16
05May2020;5;5;2020;1039;185;Spain;ES;ESP;46937060;Europe;46,49417752;;
05May2020;5;5;2020;477;84;Sweden;SE;SWE;10230185;Europe;78,52252916;2264;497
06May2020;6;5;2020;17;6;Austria;AT;AUT;8858775;Europe;8,50004656;321;97
06May2020;6;5;2020;547;81;Belgium;BE;BEL;11455519;Europe;71,52011183;2699;542
06May2020;6;5;2020;37;0;Bulgaria;BG;BGR;7000039;Europe;10,19994317;;
06May2020;6;5;2020;4;0;Cyprus;CY;CYP;875899;Europe;10,73183095;23;5
06May2020;6;5;2020;151;7;Denmark;DK;DNK;5806081;Europe;36,61678161;190;46
06May2020;6;5;2020;8;0;Estonia;EE;EST;1324820;Europe;12,00163041;53;
06May2020;6;5;2020;85;6;Finland;FI;FIN;5517919;Europe;25,33563831;188;44
06May2020;6;5;2020;1104;330;France;FR;FRA;67012883;Europe;23,34327267;;
06May2020;6;5;2020;261;20;Ireland;IE;IRL;4904240;Europe;121,1808558;657;82
06May2020;6;5;2020;12;0;Luxembourg;LU;LUX;613894;Europe;36,16259485;96;21
06May2020;6;5;2020;3;1;Malta;MT;MLT;493559;Europe;7,90179087;2;
06May2020;6;5;2020;317;86;Netherlands;NL;NLD;17282163;Europe;40,2322325;;
06May2020;6;5;2020;178;11;Portugal;PT;PRT;10276617;Europe;42,06637262;838;136
06May2020;6;5;2020;8;0;Slovakia;SK;SVK;5450421;Europe;4,07307986;24;2
06May2020;6;5;2020;3;1;Slovenia;SI;SVN;2080908;Europe;5,19004204;53;14
06May2020;6;5;2020;880;244;Spain;ES;ESP;46937060;Europe;43,44328341;;
06May2020;6;5;2020;657;72;Sweden;SE;SWE;10230185;Europe;78,67892907;2220;487
07May2020;7;5;2020;65;2;Austria;AT;AUT;8858775;Europe;8,20655226;268;92
07May2020;7;5;2020;552;76;Belgium;BE;BEL;11455519;Europe;65,20874349;2555;508
07May2020;7;5;2020;89;6;Bulgaria;BG;BGR;7000039;Europe;10,77136856;;
07May2020;7;5;2020;5;0;Cyprus;CY;CYP;875899;Europe;10,61766254;19;5
07May2020;7;5;2020;162;3;Denmark;DK;DNK;5806081;Europe;35,66949893;178;43
07May2020;7;5;2020;2;0;Estonia;EE;EST;1324820;Europe;11,62422065;46;
07May2020;7;5;2020;161;6;Finland;FI;FIN;5517919;Europe;26,16928592;174;44
07May2020;7;5;2020;4183;278;France;FR;FRA;67012883;Europe;26,85901456;;
07May2020;7;5;2020;265;36;Ireland;IE;IRL;4904240;Europe;113,7179257;614;76
07May2020;7;5;2020;11;2;Luxembourg;LU;LUX;613894;Europe;32,09023056;83;16
07May2020;7;5;2020;2;0;Malta;MT;MLT;493559;Europe;8,30701091;2;
07May2020;7;5;2020;232;36;Netherlands;NL;NLD;17282163;Europe;37,47794764;;
07May2020;7;5;2020;480;15;Portugal;PT;PRT;10276617;Europe;40,86948069;874;135
07May2020;7;5;2020;8;0;Slovakia;SK;SVK;5450421;Europe;3,39423322;3;2
07May2020;7;5;2020;1;1;Slovenia;SI;SVN;2080908;Europe;4,6133707;52;13
07May2020;7;5;2020;921;213;Spain;ES;ESP;46937060;Europe;39,19291068;;
07May2020;7;5;2020;745;73;Sweden;SE;SWE;10230185;Europe;78,19017936;2184;480
08May2020;8;5;2020;22;1;Austria;AT;AUT;8858775;Europe;7,7663108;258;81
08May2020;8;5;2020;442;71;Belgium;BE;BEL;11455519;Europe;63,23589529;2381;502
08May2020;8;5;2020;51;0;Bulgaria;BG;BGR;7000039;Europe;10,4570846;;
08May2020;8;5;2020;6;0;Cyprus;CY;CYP;875899;Europe;10,73183095;19;5
08May2020;8;5;2020;100;6;Denmark;DK;DNK;5806081;Europe;34,61887631;183;42
08May2020;8;5;2020;7;1;Estonia;EE;EST;1324820;Europe;9,66168989;47;
08May2020;8;5;2020;100;3;Finland;FI;FIN;5517919;Europe;25,17253334;169;45
08May2020;8;5;2020;629;178;France;FR;FRA;67012883;Europe;25,33095017;;
08May2020;8;5;2020;137;28;Ireland;IE;IRL;4904240;Europe;97,42590085;585;72
08May2020;8;5;2020;8;2;Luxembourg;LU;LUX;613894;Europe;31,60154685;90;15
08May2020;8;5;2020;3;0;Malta;MT;MLT;493559;Europe;8,50962094;2;
08May2020;8;5;2020;455;84;Netherlands;NL;NLD;17282163;Europe;34,97826053;;
08May2020;8;5;2020;533;16;Portugal;PT;PRT;10276617;Europe;42,44587494;842;127
08May2020;8;5;2020;16;1;Slovakia;SK;SVK;5450421;Europe;2,20166479;21;2
08May2020;8;5;2020;1;0;Slovenia;SI;SVN;2080908;Europe;4,03669936;46;11
08May2020;8;5;2020;1173;181;Spain;ES;ESP;46937060;Europe;37,18809827;;
08May2020;8;5;2020;784;80;Sweden;SE;SWE;10230185;Europe;78,41500423;2120;467
09May2020;9;5;2020;62;5;Austria;AT;AUT;8858775;Europe;7,52925771;230;79
09May2020;9;5;2020;483;74;Belgium;BE;BEL;11455519;Europe;58,57438672;2222;475
09May2020;9;5;2020;82;4;Bulgaria;BG;BGR;7000039;Europe;10,32851388;;
09May2020;9;5;2020;2;0;Cyprus;CY;CYP;875899;Europe;9,93265205;19;5
09May2020;9;5;2020;135;6;Denmark;DK;DNK;5806081;Europe;34,58442967;169;39
09May2020;9;5;2020;5;0;Estonia;EE;EST;1324820;Europe;9,05783427;46;
09May2020;9;5;2020;65;5;Finland;FI;FIN;5517919;Europe;24,33888573;161;45
09May2020;9;5;2020;642;243;France;FR;FRA;67012883;Europe;23,64321499;;
09May2020;9;5;2020;156;26;Ireland;IE;IRL;4904240;Europe;88,84149226;539;72
09May2020;9;5;2020;12;0;Luxembourg;LU;LUX;613894;Europe;28,66944456;82;14
09May2020;9;5;2020;1;0;Malta;MT;MLT;493559;Europe;8,50962094;;
09May2020;9;5;2020;319;71;Netherlands;NL;NLD;17282163;Europe;32,16032623;;
09May2020;9;5;2020;553;9;Portugal;PT;PRT;10276617;Europe;38,89412245;815;120
09May2020;9;5;2020;10;0;Slovakia;SK;SVK;5450421;Europe;1,74298462;21;2
09May2020;9;5;2020;4;1;Slovenia;SI;SVN;2080908;Europe;3,89253153;43;10
09May2020;9;5;2020;743;227;Spain;ES;ESP;46937060;Europe;33,43200448;;
09May2020;9;5;2020;700;60;Sweden;SE;SWE;10230185;Europe;78,66915408;2064;464
10May2020;10;5;2020;42;1;Austria;AT;AUT;8858775;Europe;7,25833989;219;72
10May2020;10;5;2020;240;71;Belgium;BE;BEL;11455519;Europe;55,71113801;2222;477
10May2020;10;5;2020;44;2;Bulgaria;BG;BGR;7000039;Europe;10,11422936;353;38
10May2020;10;5;2020;1;0;Cyprus;CY;CYP;875899;Europe;9,36180998;20;4
10May2020;10;5;2020;101;4;Denmark;DK;DNK;5806081;Europe;32,27650458;174;39
10May2020;10;5;2020;8;4;Estonia;EE;EST;1324820;Europe;7,39723132;45;
10May2020;10;5;2020;142;5;Finland;FI;FIN;5517919;Europe;25,46249773;162;45
10May2020;10;5;2020;433;80;France;FR;FRA;67012883;Europe;21,99577057;21336;2855
10May2020;10;5;2020;219;17;Ireland;IE;IRL;4904240;Europe;85,61979022;539;72
10May2020;10;5;2020;6;1;Luxembourg;LU;LUX;613894;Europe;27,04049885;77;18
10May2020;10;5;2020;6;0;Malta;MT;MLT;493559;Europe;9,32006103;;1
10May2020;10;5;2020;289;63;Netherlands;NL;NLD;17282163;Europe;30,04253576;1240;593
10May2020;10;5;2020;138;12;Portugal;PT;PRT;10276617;Europe;36,22787538;797;112
10May2020;10;5;2020;0;0;Slovakia;SK;SVK;5450421;Europe;1,50447094;21;2
10May2020;10;5;2020;3;1;Slovenia;SI;SVN;2080908;Europe;3,31586019;41;10
10May2020;10;5;2020;3416;143;Spain;ES;ESP;46937060;Europe;37,21366443;;
10May2020;10;5;2020;509;68;Sweden;SE;SWE;10230185;Europe;77,88715453;2065;448
11May2020;11;5;2020;10;3;Austria;AT;AUT;8858775;Europe;6,75036898;211;68
11May2020;11;5;2020;118;72;Belgium;BE;BEL;11455519;Europe;54,41918433;2230;465
11May2020;11;5;2020;10;1;Bulgaria;BG;BGR;7000039;Europe;9,49994707;;
11May2020;11;5;2020;6;1;Cyprus;CY;CYP;875899;Europe;9,24764157;22;4
11May2020;11;5;2020;110;3;Denmark;DK;DNK;5806081;Europe;31,93203815;173;42
11May2020;11;5;2020;6;0;Estonia;EE;EST;1324820;Europe;7,24626742;44;
11May2020;11;5;2020;82;2;Finland;FI;FIN;5517919;Europe;25,11816502;161;44
11May2020;11;5;2020;209;70;France;FR;FRA;67012883;Europe;21,61972348;;
11May2020;11;5;2020;236;12;Ireland;IE;IRL;4904240;Europe;76,13819878;555;69
11May2020;11;5;2020;9;0;Luxembourg;LU;LUX;613894;Europe;26,55181513;78;22
11May2020;11;5;2020;7;0;Malta;MT;MLT;493559;Europe;10,73833118;1;
11May2020;11;5;2020;245;18;Netherlands;NL;NLD;17282163;Europe;27,67014754;;
11May2020;11;5;2020;175;9;Portugal;PT;PRT;10276617;Europe;36,34464532;805;112
11May2020;11;5;2020;2;0;Slovakia;SK;SVK;5450421;Europe;1,43108211;19;2
11May2020;11;5;2020;3;1;Slovenia;SI;SVN;2080908;Europe;2,54696507;42;10
11May2020;11;5;2020;393;123;Spain;ES;ESP;46937060;Europe;34,5143049;;
11May2020;11;5;2020;279;73;Sweden;SE;SWE;10230185;Europe;78,23905433;2072;437
12May2020;12;5;2020;87;2;Austria;AT;AUT;8858775;Europe;6,97613383;205;59
12May2020;12;5;2020;476;65;Belgium;BE;BEL;11455519;Europe;53,65972506;2085;427
12May2020;12;5;2020;25;2;Bulgaria;BG;BGR;7000039;Europe;8,95709295;;
12May2020;12;5;2020;3;0;Cyprus;CY;CYP;875899;Europe;9,01930474;15;4
12May2020;12;5;2020;84;5;Denmark;DK;DNK;5806081;Europe;31,26032861;151;42
12May2020;12;5;2020;2;1;Estonia;EE;EST;1324820;Europe;7,09530351;41;
12May2020;12;5;2020;22;4;Finland;FI;FIN;5517919;Europe;23,36025592;152;34
12May2020;12;5;2020;456;263;France;FR;FRA;67012883;Europe;20,51695045;;
12May2020;12;5;2020;139;9;Ireland;IE;IRL;4904240;Europe;71,10174053;512;67
12May2020;12;5;2020;2;0;Luxembourg;LU;LUX;613894;Europe;25,90023685;79;22
12May2020;12;5;2020;3;0;Malta;MT;MLT;493559;Europe;9,72528107;;
12May2020;12;5;2020;161;16;Netherlands;NL;NLD;17282163;Europe;26,28721879;;
12May2020;12;5;2020;98;9;Portugal;PT;PRT;10276617;Europe;34,39847958;709;113
12May2020;12;5;2020;0;0;Slovakia;SK;SVK;5450421;Europe;1,3943877;17;2
12May2020;12;5;2020;1;0;Slovenia;SI;SVN;2080908;Europe;2,59502102;40;9
12May2020;12;5;2020;482;176;Spain;ES;ESP;46937060;Europe;32,29218021;;
12May2020;12;5;2020;455;65;Sweden;SE;SWE;10230185;Europe;78,03377945;1993;426
13May2020;13;5;2020;36;3;Austria;AT;AUT;8858775;Europe;6,7277925;188;55
13May2020;13;5;2020;395;45;Belgium;BE;BEL;11455519;Europe;51,22421778;1966;407
13May2020;13;5;2020;33;2;Bulgaria;BG;BGR;7000039;Europe;8,91423605;;
13May2020;13;5;2020;2;0;Cyprus;CY;CYP;875899;Europe;7,53511535;12;3
13May2020;13;5;2020;78;4;Denmark;DK;DNK;5806081;Europe;29,96857949;138;37
13May2020;13;5;2020;5;0;Estonia;EE;EST;1324820;Europe;6,49144789;41;
13May2020;13;5;2020;19;4;Finland;FI;FIN;5517919;Europe;22,88906379;157;35
13May2020;13;5;2020;708;348;France;FR;FRA;67012883;Europe;19,98421706;;
13May2020;13;5;2020;107;21;Ireland;IE;IRL;4904240;Europe;68,61409719;486;62
13May2020;13;5;2020;6;1;Luxembourg;LU;LUX;613894;Europe;24,92286942;70;11
13May2020;13;5;2020;2;1;Malta;MT;MLT;493559;Europe;9,117451;0;
13May2020;13;5;2020;196;54;Netherlands;NL;NLD;17282163;Europe;26,43187661;;
13May2020;13;5;2020;234;19;Portugal;PT;PRT;10276617;Europe;34,92394433;692;103
13May2020;13;5;2020;8;1;Slovakia;SK;SVK;5450421;Europe;1,48612373;16;1
13May2020;13;5;2020;2;0;Slovenia;SI;SVN;2080908;Europe;2,64307696;38;9
13May2020;13;5;2020;439;184;Spain;ES;ESP;46937060;Europe;31,42293105;;
13May2020;13;5;2020;754;61;Sweden;SE;SWE;10230185;Europe;76,97808006;1970;415
14May2020;14;5;2020;54;1;Austria;AT;AUT;8858775;Europe;6,77294547;180;54
14May2020;14;5;2020;321;56;Belgium;BE;BEL;11455519;Europe;49,70529925;1862;380
14May2020;14;5;2020;46;1;Bulgaria;BG;BGR;7000039;Europe;8,88566478;;
14May2020;14;5;2020;2;1;Cyprus;CY;CYP;875899;Europe;7,07844169;10;3
14May2020;14;5;2020;76;6;Denmark;DK;DNK;5806081;Europe;28,57349045;147;35
14May2020;14;5;2020;5;0;Estonia;EE;EST;1324820;Europe;6,41596594;39;
14May2020;14;5;2020;51;9;Finland;FI;FIN;5517919;Europe;20,80494476;143;33
14May2020;14;5;2020;507;83;France;FR;FRA;67012883;Europe;18,34274165;;
14May2020;14;5;2020;159;9;Ireland;IE;IRL;4904240;Europe;64,18935452;459;59
14May2020;14;5;2020;10;1;Luxembourg;LU;LUX;613894;Europe;21,99076714;74;11
14May2020;14;5;2020;14;0;Malta;MT;MLT;493559;Europe;11,54877127;1;
14May2020;14;5;2020;227;52;Netherlands;NL;NLD;17282163;Europe;25,51185289;;
14May2020;14;5;2020;219;12;Portugal;PT;PRT;10276617;Europe;33,47405085;680;108
14May2020;14;5;2020;4;0;Slovakia;SK;SVK;5450421;Europe;1,43108211;17;1
14May2020;14;5;2020;1;1;Slovenia;SI;SVN;2080908;Europe;2,21057346;32;7
14May2020;14;5;2020;849;217;Spain;ES;ESP;46937060;Europe;30,58777009;;
14May2020;14;5;2020;698;50;Sweden;SE;SWE;10230185;Europe;77,09538;1911;403
15May2020;15;5;2020;41;2;Austria;AT;AUT;8858775;Europe;6,55846886;165;47
15May2020;15;5;2020;305;43;Belgium;BE;BEL;11455519;Europe;47,95068648;1750;364
15May2020;15;5;2020;31;3;Bulgaria;BG;BGR;7000039;Europe;8,48566701;;
15May2020;15;5;2020;2;0;Cyprus;CY;CYP;875899;Europe;6,50759962;9;3
15May2020;15;5;2020;46;4;Denmark;DK;DNK;5806081;Europe;26,78226501;137;32
15May2020;15;5;2020;7;1;Estonia;EE;EST;1324820;Europe;5,20825471;41;
15May2020;15;5;2020;91;3;Finland;FI;FIN;5517919;Europe;20,84119031;118;32
15May2020;15;5;2020;622;351;France;FR;FRA;67012883;Europe;17,5712482;;
15May2020;15;5;2020;426;9;Ireland;IE;IRL;4904240;Europe;65,55551931;419;56
15May2020;15;5;2020;11;0;Luxembourg;LU;LUX;613894;Europe;21,33918885;65;15
15May2020;15;5;2020;10;0;Malta;MT;MLT;493559;Europe;13,16965145;1;
15May2020;15;5;2020;270;28;Netherlands;NL;NLD;17282163;Europe;24,09999258;;
15May2020;15;5;2020;187;9;Portugal;PT;PRT;10276617;Europe;32,42312134;673;112
15May2020;15;5;2020;8;0;Slovakia;SK;SVK;5450421;Europe;1,48612373;15;1
15May2020;15;5;2020;1;0;Slovenia;SI;SVN;2080908;Europe;1,73001401;29;7
15May2020;15;5;2020;643;138;Spain;ES;ESP;46937060;Europe;29,00266868;;
15May2020;15;5;2020;657;46;Sweden;SE;SWE;10230185;Europe;76,10810557;1853;391
16May2020;16;5;2020;63;2;Austria;AT;AUT;8858775;Europe;6,88582789;158;50
16May2020;16;5;2020;347;45;Belgium;BE;BEL;11455519;Europe;45,49772036;1625;345
16May2020;16;5;2020;38;3;Bulgaria;BG;BGR;7000039;Europe;7,85709908;;
16May2020;16;5;2020;3;0;Cyprus;CY;CYP;875899;Europe;6,05092596;8;3
16May2020;16;5;2020;78;0;Denmark;DK;DNK;5806081;Europe;25,49051589;140;28
16May2020;16;5;2020;8;1;Estonia;EE;EST;1324820;Europe;5,43470056;41;
16May2020;16;5;2020;83;6;Finland;FI;FIN;5517919;Europe;21,33050521;120;30
16May2020;16;5;2020;563;130;France;FR;FRA;67012883;Europe;17,51006594;;
16May2020;16;5;2020;129;12;Ireland;IE;IRL;4904240;Europe;63,67959154;386;54
16May2020;16;5;2020;8;1;Luxembourg;LU;LUX;613894;Europe;19,71024314;55;13
16May2020;16;5;2020;14;0;Malta;MT;MLT;493559;Europe;15,80358174;;
16May2020;16;5;2020;200;53;Netherlands;NL;NLD;17282163;Europe;22,50875657;;
16May2020;16;5;2020;264;6;Portugal;PT;PRT;10276617;Europe;31,45003847;657;115
16May2020;16;5;2020;3;0;Slovakia;SK;SVK;5450421;Europe;1,41273491;16;1
16May2020;16;5;2020;0;0;Slovenia;SI;SVN;2080908;Europe;1,48973429;27;6
16May2020;16;5;2020;515;104;Spain;ES;ESP;46937060;Europe;27,47083009;;
16May2020;16;5;2020;688;58;Sweden;SE;SWE;10230185;Europe;76,31338045;1834;383
17May2020;17;5;2020;72;0;Austria;AT;AUT;8858775;Europe;7,56312244;149;48
17May2020;17;5;2020;147;30;Belgium;BE;BEL;11455519;Europe;46,4579562;1614;342
17May2020;17;5;2020;73;6;Bulgaria;BG;BGR;7000039;Europe;8,81423661;365;51
17May2020;17;5;2020;4;0;Cyprus;CY;CYP;875899;Europe;5,70842072;8;3
17May2020;17;5;2020;67;5;Denmark;DK;DNK;5806081;Europe;24,99103957;133;27
17May2020;17;5;2020;4;0;Estonia;EE;EST;1324820;Europe;5,35921861;41;
17May2020;17;5;2020;58;4;Finland;FI;FIN;5517919;Europe;20,06191102;118;29
17May2020;17;5;2020;372;88;France;FR;FRA;67012883;Europe;16,88033628;18056;2130
17May2020;17;5;2020;92;15;Ireland;IE;IRL;4904240;Europe;58,56157121;395;51
17May2020;17;5;2020;7;0;Luxembourg;LU;LUX;613894;Europe;19,22155942;46;8
17May2020;17;5;2020;7;0;Malta;MT;MLT;493559;Europe;15,3983617;;0
17May2020;17;5;2020;189;27;Netherlands;NL;NLD;17282163;Europe;21,02746051;1023;411
17May2020;17;5;2020;227;13;Portugal;PT;PRT;10276617;Europe;35,22560002;649;108
17May2020;17;5;2020;13;1;Slovakia;SK;SVK;5450421;Europe;1,57785977;17;1
17May2020;17;5;2020;1;0;Slovenia;SI;SVN;2080908;Europe;1,29751051;26;5
17May2020;17;5;2020;652;87;Spain;ES;ESP;46937060;Europe;26,86789501;;
17May2020;17;5;2020;358;48;Sweden;SE;SWE;10230185;Europe;77,83827956;1833;387
18May2020;18;5;2020;14;1;Austria;AT;AUT;8858775;Europe;6,95355735;151;45
18May2020;18;5;2020;81;31;Belgium;BE;BEL;11455519;Europe;45,24456727;1630;345
18May2020;18;5;2020;24;2;Bulgaria;BG;BGR;7000039;Europe;8,81423661;;
18May2020;18;5;2020;2;0;Cyprus;CY;CYP;875899;Europe;5,02341023;8;3
18May2020;18;5;2020;69;4;Denmark;DK;DNK;5806081;Europe;24,18154345;144;26
18May2020;18;5;2020;4;0;Estonia;EE;EST;1324820;Europe;5,58566447;38;
18May2020;18;5;2020;61;1;Finland;FI;FIN;5517919;Europe;19,80819218;117;34
18May2020;18;5;2020;120;68;France;FR;FRA;67012883;Europe;16,59979321;;
18May2020;18;5;2020;64;10;Ireland;IE;IRL;4904240;Europe;53,1376931;386;55
18May2020;18;5;2020;15;3;Luxembourg;LU;LUX;613894;Europe;19,71024314;52;10
18May2020;18;5;2020;5;0;Malta;MT;MLT;493559;Europe;15,80358174;1;
18May2020;18;5;2020;125;10;Netherlands;NL;NLD;17282163;Europe;19,81233483;;
18May2020;18;5;2020;226;15;Portugal;PT;PRT;10276617;Europe;34,17467052;628;105
18May2020;18;5;2020;1;0;Slovakia;SK;SVK;5450421;Europe;1,57785977;15;1
18May2020;18;5;2020;0;1;Slovenia;SI;SVN;2080908;Europe;1,29751051;25;5
18May2020;18;5;2020;256;59;Spain;ES;ESP;46937060;Europe;26,42048735;;
18May2020;18;5;2020;259;53;Sweden;SE;SWE;10230185;Europe;78,41500423;1845;385
19May2020;19;5;2020;25;0;Austria;AT;AUT;8858775;Europe;6,88582789;143;39
19May2020;19;5;2020;317;37;Belgium;BE;BEL;11455519;Europe;44,72953168;1527;313
19May2020;19;5;2020;24;2;Bulgaria;BG;BGR;7000039;Europe;8,67138026;;
19May2020;19;5;2020;1;0;Cyprus;CY;CYP;875899;Europe;4,90924182;7;4
